Overriding: dataset = zulu
Overriding: compile = False
Overriding: always_save_checkpoint = False
Overriding: max_iters = 45000
tokens per iteration will be: 491,520
found vocab_size = 10000 (inside data/zulu/meta.pkl)
Initializing a new model from scratch
number of parameters: 92.63M
/home/anxtem001/LanguageModel/nanoGPT/train.py:196: FutureWarning: `torch.cuda.amp.GradScaler(args...)` is deprecated. Please use `torch.amp.GradScaler('cuda', args...)` instead.
  scaler = torch.cuda.amp.GradScaler(enabled=(dtype == 'float16'))
num decayed parameter tensors: 50, with 93,401,088 parameters
num non-decayed parameter tensors: 25, with 19,200 parameters
using fused AdamW: True
step 0: train loss 9.3243, val loss 9.3273
iter 137: loss 7.1419, time 3085.42ms, mfu 34.17%
iter 138: loss 7.1600, time 3085.36ms, mfu 34.17%
iter 139: loss 7.0781, time 3084.30ms, mfu 34.17%
iter 140: loss 7.1936, time 3084.46ms, mfu 34.17%
iter 141: loss 7.1507, time 3087.05ms, mfu 34.17%
iter 142: loss 7.1268, time 3084.45ms, mfu 34.17%
iter 143: loss 7.0942, time 3084.30ms, mfu 34.17%
iter 144: loss 7.0334, time 3085.42ms, mfu 34.17%
iter 145: loss 6.7400, time 3085.50ms, mfu 34.17%
iter 146: loss 6.9251, time 3085.25ms, mfu 34.17%
iter 147: loss 6.9085, time 3084.63ms, mfu 34.17%
iter 148: loss 6.9211, time 3085.62ms, mfu 34.17%
iter 149: loss 7.0304, time 3085.75ms, mfu 34.17%
iter 150: loss 7.0090, time 3085.54ms, mfu 34.17%
iter 151: loss 7.1041, time 3085.64ms, mfu 34.16%
iter 152: loss 6.8017, time 3085.54ms, mfu 34.16%
iter 153: loss 6.9402, time 3086.24ms, mfu 34.16%
iter 154: loss 6.9970, time 3085.93ms, mfu 34.16%
iter 155: loss 6.9504, time 3086.35ms, mfu 34.16%
iter 156: loss 7.0097, time 3087.62ms, mfu 34.16%
iter 157: loss 6.8913, time 3086.62ms, mfu 34.16%
iter 158: loss 6.9975, time 3088.66ms, mfu 34.15%
iter 159: loss 6.8283, time 3088.43ms, mfu 34.15%
iter 160: loss 6.8334, time 3086.48ms, mfu 34.15%
iter 161: loss 6.9561, time 3089.30ms, mfu 34.15%
iter 162: loss 6.9309, time 3088.42ms, mfu 34.15%
iter 163: loss 6.6885, time 3088.93ms, mfu 34.14%
iter 164: loss 6.8677, time 3087.32ms, mfu 34.14%
iter 165: loss 6.8658, time 3089.17ms, mfu 34.14%
iter 166: loss 6.8514, time 3088.31ms, mfu 34.14%
iter 167: loss 6.8000, time 3090.50ms, mfu 34.14%
iter 168: loss 6.8537, time 3088.37ms, mfu 34.14%
iter 169: loss 6.9182, time 3088.51ms, mfu 34.13%
iter 170: loss 6.8216, time 3088.47ms, mfu 34.13%
iter 171: loss 6.8521, time 3089.95ms, mfu 34.13%
iter 172: loss 6.8085, time 3087.27ms, mfu 34.13%
iter 173: loss 6.6602, time 3090.75ms, mfu 34.13%
iter 174: loss 6.8062, time 3088.64ms, mfu 34.13%
iter 175: loss 6.7110, time 3088.32ms, mfu 34.13%
iter 176: loss 6.7854, time 3087.30ms, mfu 34.13%
iter 177: loss 6.7659, time 3090.51ms, mfu 34.13%
iter 178: loss 6.7298, time 3088.80ms, mfu 34.13%
iter 179: loss 6.6381, time 3089.34ms, mfu 34.13%
iter 180: loss 6.6532, time 3089.24ms, mfu 34.13%
iter 181: loss 6.6552, time 3089.99ms, mfu 34.12%
iter 182: loss 6.7120, time 3090.01ms, mfu 34.12%
iter 183: loss 6.6711, time 3089.07ms, mfu 34.12%
iter 184: loss 6.6934, time 3089.03ms, mfu 34.12%
iter 185: loss 6.7209, time 3090.91ms, mfu 34.12%
iter 186: loss 6.6958, time 3089.20ms, mfu 34.12%
iter 187: loss 6.6210, time 3090.57ms, mfu 34.12%
iter 188: loss 6.6259, time 3088.23ms, mfu 34.12%
iter 189: loss 6.6171, time 3090.19ms, mfu 34.12%
iter 190: loss 6.6869, time 3089.75ms, mfu 34.12%
iter 191: loss 6.6821, time 3090.22ms, mfu 34.12%
iter 192: loss 6.5159, time 3091.55ms, mfu 34.11%
iter 193: loss 6.6559, time 3090.03ms, mfu 34.11%
iter 194: loss 6.6276, time 3091.97ms, mfu 34.11%
iter 195: loss 6.6477, time 3089.39ms, mfu 34.11%
iter 196: loss 6.4416, time 3090.79ms, mfu 34.11%
iter 197: loss 6.5674, time 3090.92ms, mfu 34.11%
iter 198: loss 6.5422, time 3090.09ms, mfu 34.11%
iter 199: loss 6.5336, time 3092.09ms, mfu 34.11%
iter 200: loss 6.3835, time 3089.91ms, mfu 34.11%
iter 201: loss 6.5598, time 3091.47ms, mfu 34.11%
iter 202: loss 6.5727, time 3089.91ms, mfu 34.11%
iter 203: loss 6.3357, time 3091.19ms, mfu 34.11%
